time,x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
29.7,29.218809824492,55.9504896596555,-20.6495795806649,0.133269384622261,-0.011147233092529,0.041954842951798,55.2681676406958,53.4458448810236,-1.56469836966005
29.8,29.3367469585603,56.153530341975,-20.7343151126201,0.13367441560846,-0.010386068355349,0.04196699629924,63.063185930971,48.5734046655568,1.47835234923672
29.9,29.4549479020013,56.3570478679257,-20.8195862518909,0.133382506842367,-0.008903535849887,0.041796954454095,15.0486156906884,49.3553444951718,28.5190170528834
30,29.5731629065155,56.5608404296251,-20.9052984872868,0.132701624960942,-0.008242658907646,0.041106299248349,31.319448596926,33.763148584899,-4.85904527408873
30.1,29.6828046709418,56.7500700584882,-20.985015170293,-0.212904133733242,0.002451011582553,-0.034869154670947,-99.7870146112784,-64.6869737848246,-34.407231901673
30.2,29.7740529586231,56.9070974922215,-21.0498990114119,-0.500782457028893,-0.00056340733083,-0.119967982577834,-87.0556202531496,-26.4330811694889,-102.186377846001
30.3,29.8487747406786,57.0319472953234,-21.0989867118021,-0.721688446430881,0.012730775062606,-0.20655677106119,-72.0449523222677,34.3089185376855,-102.938077573549
30.4,29.9116565732559,57.12744030161,-21.1351538514585,-0.870951799389759,0.052944633719022,-0.308890432072072,-58.5153943870243,23.1035023092625,-102.773676197672
30.5,29.9657478255759,57.1979223020609,-21.1619147044911,-0.947227288152019,0.108701360524101,-0.425989944620948,-52.8801803492127,-16.0347410372052,-102.600312054725
30.6,30.0102991654341,57.2466217379189,-21.1809949812369,-0.952551092866241,0.164015905464487,-0.538222220102656,-56.0060899733123,-51.9544574608882,-102.405961660522
30.7,30.0418589286428,57.2757454956867,-21.1928748792192,-0.895322138601372,0.207929186723588,-0.620699003001058,-57.4096072179772,-70.2440302757024,-102.164045932793
30.8,30.0570326319459,57.288316634399,-21.1982583907666,-0.789078628668646,0.238285811070542,-0.660512303224338,-59.357087016082,-82.6130572018251,-101.864693129921
30.9,30.0528802827977,57.288016800498,-21.1982681571272,-0.645905632114398,0.256148333834397,-0.658956971808427,-64.2921302440695,-85.3238050552274,-101.507898044886
31,30.0269052109803,57.2789437391326,-21.1942140642883,-0.473280454086207,0.264078140462165,-0.624414276111506,-65.4814969075829,-66.6214221775571,-101.098390134785
31.1,29.9908818580042,57.2681048688089,-21.1891411147653,-0.285372542531676,0.264693822109034,-0.571038095736748,95.5827099820159,-91.6384566194405,-100.644324585832
