time,hat{D_{u}},hat{D_{v}},hat{D_{w}},hat{D_{q}},hat{D_{r}},x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
34.6,5.20671838957161,2.17781945687649,0.612114080254894,0.601108381663565,4.92631085425925,-9.26447772097212,3.67637624390497,-13.4744659371267,0.012270646442826,-0.021664699468398,0.018526756892282,40.4809176921845,57.7506184577942,0.883312243968248
34.7,5.02040461338819,2.07145080865957,0.525629110981011,0.534684811881919,5.10806235480128,-9.20589348444157,3.81564409000316,-13.4974565021255,0.011032245961171,-0.020723987604685,0.015239039850224,33.928182721138,38.4138196706772,18.1948721408844
34.8,4.89739764842311,1.95349368689127,0.426307234288419,0.375403397533227,5.25136789026903,-9.14567178572005,3.95462988629154,-13.5209735125573,0.009310069749955,-0.018490539570714,0.011798816840788,16.4360985159874,34.3141078948975,-16.3699358701706
34.9,5.39785408034709,1.83044906002621,0.337604965840374,-0.018312586926663,5.10527308807825,-9.0839486692913,4.09308697286797,-13.5451113842981,0.007354995363944,-0.015103064192995,0.008686088144115,40.4052197933197,18.5140490531921,-10.9902799129486
35,5.06391067581886,1.70579127370003,0.243114103558348,-0.576581994320011,5.23393848730911,-9.02076605373904,4.23067325736834,-13.5699222741627,0.005472674633581,-0.010569546548002,0.004904842372351,32.4213951826096,72.6830661296845,5.14133609831333
35.1,5.1280203524404,1.57432280812048,0.152557417318124,-0.686936855442353,5.02643903541988,-8.95626689803281,4.36697371929958,-13.5954300615882,0.004078367655003,-0.004947478585074,0.000900595789558,-21.204337477684,72.7394104003906,-4.96895983815193
35.2,5.15884652291871,1.44281247683261,0.058046679035353,-0.640257553007079,5.01184434967928,-8.88991877637859,4.50298141069151,-13.6218515357129,0.002015940601983,0.000755886326249,-0.004024789083678,41.1218047142029,69.9301362037659,-18.4465125203133
35.3,5.19875834296257,1.30062811800718,-0.003224017542946,-1.07134165594586,4.82438727891045,-8.82188242172226,4.63837434166716,-13.649063863074,-0.000345908892796,0.006009581431368,-0.009533307779095,24.8214304447174,12.7798244357109,-18.6191737651825
35.4,4.94063904009009,1.1620930568686,-0.079391079307605,-1.11596594707799,4.69866789991256,-8.75249920670684,4.77258214437156,-13.6767544811331,-0.002302941806297,0.009274718427914,-0.015909201298404,7.84677639603615,-13.4560853242874,-46.7594474554062
35.5,4.77501331561228,1.02494651548086,-0.152060993877515,-1.0736845913865,4.23371916492448,-8.68171238228169,4.90575580320187,-13.7046830616878,-0.003973439886906,0.012165932505968,-0.023079969565431,21.3655054569244,27.7040243148804,-37.9717797040939
35.6,4.94907748406807,0.880329418917595,-0.21914769733314,-1.15116707081431,3.77748278929659,-8.60946755777639,5.03808717805028,-13.7327209234097,-0.005527659520414,0.014454932734484,-0.030300497840053,1.3893261551857,45.8663612604141,-20.1735749840736
35.7,4.61608663430204,0.741227216902997,-0.277140940112793,-1.10593188405637,3.74129893071389,-8.53461094772769,5.17152841619196,-13.7611774114234,-0.009251941675522,0.016884771486971,-0.03751439425482,0.253731966949999,14.7487506270409,-31.639102101326
35.8,4.32001729801514,0.603468266792433,-0.320208620566862,-1.15179974599627,3.31867234979393,-8.45642857080879,5.30706584370455,-13.7902446008727,-0.016371769122665,0.01954286285556,-0.044323138633704,6.93962648510933,15.7822668552399,-39.7407442331314
35.9,3.97682290222375,0.470463697070849,-0.340119232710016,-1.1835934184686,2.94180719274178,-8.37539922033309,5.44351502387956,-13.8197010888751,-0.025611638005253,0.022623952072096,-0.050039172596618,0.775069138035178,19.6609929203987,-35.117644071579
36,4.02908974723902,0.343866375017846,-0.343539086117129,-1.08500836196693,2.76724052968694,-8.29218969967572,5.57927237200507,-13.8492545982861,-0.035255803986119,0.025492916664003,-0.053784377150241,7.2454996407032,11.5767866373062,-35.8073353767395
36.1,3.48257480884073,0.221853959080656,-0.349320580920397,-1.12047625302255,2.43421307896046,-8.20743481640639,5.71272849451673,-13.8785421419439,-0.043621694688836,0.027197374663472,-0.055187507872476,-29.2192280292511,16.2580147385597,-32.0472598075867
36.2,3.37977176426877,0.108764983297889,-0.350701043560158,-0.893583110705709,2.18711433483428,-8.12181236826605,5.84228275667766,-13.9071198865511,-0.049035545545302,0.027717913598745,-0.053641874164663,-32.0991039276123,16.048501431942,-28.7247747182846
36.3,3.05813007951171,0.004993565331538,-0.336975666429812,-0.608609234571294,1.9831396999789,-8.03554767594737,5.96714394695134,-13.9347123213358,-0.050793608645732,0.026854113526882,-0.049297591676995,-24.6939659118652,7.62726739048958,-19.9115678668022
