time,hat{D_{u}},u,e_{u},tau_{u}
18.1,-7.42357952405321,2.46077753060173,0.039222469398265,43.2199031114578
18.2,-7.28540251088598,2.46155953065677,0.038440469343231,42.501625418663
18.3,-7.12677175260119,2.46279587390805,0.037204126091949,39.6787315607071
18.4,-6.8960192298534,2.4645976261205,0.035402373879497,43.371045589447
18.5,-6.58997838304251,2.46625936917742,0.033740630822575,41.3048088550568
18.6,-6.21444612966918,2.46834252508267,0.03165747491733,40.8397763967514
18.7,-5.79055654413533,2.47054340023071,0.029456599769286,42.0906007289887
18.8,-5.3464071388223,2.47273277666218,0.027267223337818,38.7649238109589
18.9,-4.86490732566247,2.47529926023886,0.024700739761143,40.3350323438644
19,-4.33345336119943,2.47817016610242,0.021829833897576,37.6938164234161
19.1,-3.74324445105228,2.48134929494748,0.018650705052522,39.3638610839844
19.2,-3.21132490331473,2.48415436832481,0.01584563167519,36.8501096963882
19.3,-2.60204019876403,2.4877054287454,0.012294571254599,36.0116809606552
19.4,-2.02185299786248,2.490562340877,0.009437659123002,36.0578894615173
19.5,-1.39629577376801,2.49421992176523,0.005780078234773,32.7184915542603
19.6,-0.779213378431247,2.49647919877707,0.003520801222926,34.6194118261337
19.7,-0.197283943596074,2.50010303769643,-0.00010303769643,33.1803470849991
19.8,0.401501657116697,2.50326484523077,-0.003264845230768,32.7147513628006
19.9,0.945302107743669,2.50607855995487,-0.006078559954871,29.9360275268555
20,1.46948942601155,2.50842836939153,-0.508428369391527,31.9161087274551
20.1,7.31673594237014,2.24042911853865,-0.240429118538653,-71.2941110134125
20.2,4.3641615050772,2.08179344087555,-0.08179344087555,-3.20102237164974
20.3,3.09705890268292,2.03689017204239,-0.036890172042387,9.41735431551933
20.4,3.31289360007076,2.02317659224699,-0.023176592246986,12.1945194900036
20.5,3.62903638874763,2.01896727129821,-0.018967271298212,11.0927745699883
20.6,3.94967767197687,2.01863820848472,-0.018638208484722,15.2598708868027
20.7,4.1758362517905,2.01891395380431,-0.018913953804306,14.0289559960365
20.8,4.40222967837751,2.01985285321584,-0.019852853215845,14.6797746419907
20.9,4.60190772926969,2.02016658539023,-0.020166585390231,14.3578588962555
21,4.74081883779366,2.02048989577311,-0.020489895773106,15.6882554292679
21.1,4.85789285171738,2.02049822639462,-0.020498226394615,13.8373076915741
21.2,4.91322448453005,2.02026211596674,-0.020262115966741,13.7509763240814
21.3,4.90061766192302,2.01985501373092,-0.019855013730919,13.8546541333199
21.4,4.91314289221189,2.01931549835144,-0.019315498351437,14.5972341299057
21.5,4.88812798029359,2.01892138970414,-0.018921389704143,13.5470196604729
21.6,4.82383580781842,2.01715736454643,-0.017157364546428,16.2463530898094
21.7,4.67599904388559,2.01587139126307,-0.015871391263071,14.0501707792282
21.8,4.56375094502071,2.0147257601384,-0.014725760138402,15.227684378624
21.9,4.49115916652292,2.01419962149561,-0.014199621495606,17.0904040336609
22,4.29099297140111,2.01231916058564,-0.012319160585636,16.1292240023613
22.1,4.16425153250277,2.01129775085561,-0.01129775085561,16.6321024298668
22.2,4.00591705109484,2.01004463562907,-0.01004463562907,16.7351931333542
22.3,3.85099292027576,2.00874745190179,-0.008747451901794,19.7945147752762
22.4,3.71376257041944,2.00704305224523,-0.007043052245233,18.0429726839066
22.5,3.52246669207658,2.00594942985056,-0.005949429850558,19.3429827690125
22.6,3.39241003028843,2.00544788871582,-0.005447888715824,15.9610226750374
22.7,3.24899390764707,2.0036669229319,-0.003666922931896,17.7499398589134
22.8,3.12761484290265,2.00322101548781,-0.003221015487814,21.7607736587524
22.9,3.03463439695758,2.00261251660694,-0.002612516606944,19.1354766488075
23,2.90828524827918,2.00180921098836,-0.001809210988361,17.5642415881157
23.1,2.83764634557528,2.00154968664564,-0.001549686645636,18.7476187944412
23.2,2.78176958538294,2.00231821334801,-0.002318213348012,17.7249848842621
23.3,2.74974587619763,2.00138703411341,-0.001387034113412,19.8490723967552
23.4,2.71930865747689,2.00132574616532,-0.00132574616532,19.6892738342285
23.5,2.69252127132826,2.00147659308434,-0.00147659308434,18.7205135822296
23.6,2.69837633054778,2.00105311345225,-0.00105311345225,18.5094431042671
23.7,2.69768962867316,2.00145204834199,-0.001452048341992,17.9122298955917
23.8,2.69493560772035,2.00187162124362,-0.001871621243619,18.6765059828758
23.9,2.72236502763319,2.00272366287557,-0.002723662875565,18.2069554924965
24,2.76728860780581,2.00292633501277,-0.002926335012767,20.5194503068924
24.1,2.78667600855833,2.00331304880659,-0.003313048806586,17.6258936524391
24.2,2.82888438049631,2.00338387283149,-0.003383872831494,16.1292687058449
24.3,2.82798921385928,2.00418259473684,-0.004182594736843,16.6256129741669
24.4,2.84676892647433,2.00485415361557,-0.004854153615574,20.1064988970757
24.5,2.85529616670278,2.00497174216902,-0.004971742169017,19.1571280360222
24.6,2.83963659151409,2.00635159968578,-0.006351599685779,19.49782371521
24.7,2.84311980137729,2.0064556061044,-0.006455606104402,16.4532527327538
24.8,2.81790094725809,2.00658138701535,-0.006581387015349,16.5861040353775
24.9,2.75693803686888,2.00647081576826,-0.006470815768258,17.7935421466827
25,2.64919365999804,2.00668021182846,-0.006680211828462,16.5304869413376
25.1,2.54828272800671,2.00618658899659,-0.006186588996593,19.5573747158051
25.2,2.39873811582647,2.0066263081193,-0.006626308119304,17.140531539917
25.3,2.29131300605885,2.00585411829738,-0.005854118297375,19.0358251333237
25.4,2.09778282866942,2.00540552949485,-0.00540552949485,17.8088665008545
25.5,1.92922409856301,2.00434200379115,-0.004342003791154,17.6949799060822
25.6,1.66754616874716,2.00369184374532,-0.003691843745317,17.456528544426
25.7,1.38742221138565,2.00265516954631,-0.002655169546312,17.8848430514336
25.8,1.09500035322387,2.00148883318566,-0.001488833185659,19.9765920639038
25.9,0.806419043454145,1.99959495869462,0.000405041305382,20.9450945258141
26,0.48386767743932,1.99837910843042,0.001620891569577,20.0954735279083
26.1,0.118555219588171,1.99697898641985,0.003021013580153,20.465686917305
26.2,-0.251060263310614,1.99609694109927,0.003903058900734,22.8960603475571
26.3,-0.66439094613348,1.99425966625622,0.005740333743775,18.8806012272835
26.4,-1.00674999561812,1.99245516335113,0.007544836648875,21.5286701917648
26.5,-1.4663105032202,1.99079193400701,0.009208065992992,21.5632975101471
26.6,-1.84567151908299,1.98811324602482,0.011886753975185,21.9638019800186
26.7,-2.29217278000789,1.9860543732146,0.013945626785398,22.4502623081207
26.8,-2.68883459985051,1.98342062135716,0.016579378642844,23.4084963798523
26.9,-3.10950277442348,1.98131993185125,0.018680068148749,23.2942000031471
27,-3.49398678929867,1.97998216675904,0.020017833240961,22.7091416716576
27.1,-3.88484198848476,1.97805026316155,0.021949736838449,23.2382297515869
27.2,-4.27360467838394,1.97579934470757,0.024200655292428,24.3053704500198
27.3,-4.61125264165702,1.9741965536712,0.0258034463288,24.4470804929733
27.4,-4.91997183908296,1.97270014449692,0.027299855503081,24.8736172914505
27.5,-5.27262101100388,1.97021824012533,0.029781759874667,24.5670020580292
27.6,-5.50824850063739,1.96880811168371,0.03119188831629,25.1837819814682
27.7,-5.78422282867047,1.96799386840659,0.032006131593405,25.9108066558838
27.8,-5.99837602641878,1.96724282466292,0.032757175337082,27.5788128376007
27.9,-6.14146276641783,1.96668480244901,0.033315197550993,28.3612459897995
28,-6.28204347288203,1.96577932066232,0.034220679337678,26.4473170042038
28.1,-6.42770407243549,1.96572112748869,0.034278872511312,27.4527430534363
28.2,-6.45495845042412,1.9658600162636,0.034139983736405,26.2506932020187
28.3,-6.5116306876123,1.96611406344578,0.033885936554223,26.8712311983109
28.4,-6.45710833425772,1.96681003048217,0.033189969517826,27.8404027223587
28.5,-6.41735579493095,1.96702131966271,0.032978680337293,27.0743161439896
28.6,-6.35648023136276,1.96816026352152,0.031839736478485,28.0838787555695
28.7,-6.20558089860363,1.9688611460807,0.031138853919297,26.9159972667694
28.8,-6.05362340921471,1.96987874044453,0.030121259555474,24.9171152710915
28.9,-5.88114663716452,1.9702556947149,0.029744305285097,25.7282286882401
29,-5.68981944062081,1.97212595635059,0.027874043649414,27.8654664754868
29.1,-5.48946293271542,1.97459510234474,0.025404897655263,23.6930727958679
29.2,-5.21204331775195,1.97688572374852,0.023114276251482,25.6785839796066
29.3,-4.9056690710537,1.97886305388145,0.021136946118549,25.2843737602234
29.4,-4.60238009251094,1.98078790557239,0.019212094427612,23.65912348032
29.5,-4.35531629531929,1.98237264659224,0.017627353407757,23.1586888432503
29.6,-4.00271948709034,1.98391980464009,0.016080195359911,23.4087601304054
29.7,-3.68811991055943,1.98574433780016,0.014255662199839,24.2597967386246
29.8,-3.33714025905339,1.98800809026483,0.011991909735173,21.4934498071671
29.9,-3.02312522834782,1.98964754041547,0.01035245958453,23.1633752584457
