time,hat{D_{u}},hat{D_{q}},hat{D_{r}},x,y,z,l_{d}-l,beta,alpha,tau_{u},tau_{q},tau_{r}
11.9,-6.4154226376493,-0.969660064386116,-2.7124473676736,9.93636088711378,-1.09374165111211,-7.76345938129288,0.066239560989251,-0.067372332301481,0.018355835396651,74.8996019363403,54.8897564411163,27.1352589130402
12,-6.47699940259689,-1.00438583892023,-3.01311608108527,9.88207222703533,-1.23367158388326,-7.7909314199526,0.068877382415553,-0.050773622265743,0.021849021011732,77.5918424129486,60.0820481777191,50.9456872940064
12.1,-6.5210645803143,-0.603357501359981,-3.44779051381888,9.83075526867294,-1.37169305598535,-7.81614850455097,0.074374488265302,-0.036648131467637,0.020684621735992,82.4271321296692,23.5107034444809,0.782744586467743
12.2,-6.62734508988267,-0.673181009040304,-3.81879810071052,9.78182284311871,-1.50859140227032,-7.83795306658302,0.081849973249376,-0.024373902331169,0.019165520124823,77.7878522872925,74.50150847435,28.0742317438126
12.3,-6.70736514332862,-0.631464935026039,-4.53410069229093,9.74730381801448,-1.64652595367606,-7.85722482178855,0.090116090252648,-0.013183311922368,0.011715848238826,78.6241769790649,57.6243817806244,-46.1802423000336
12.4,-6.42070535221496,-0.466863559455279,-4.73931309307518,9.74527561234872,-1.78801678740828,-7.87775130603465,0.098636592254735,-0.003343346762463,0.003453485008392,82.0222616195679,34.8816812038422,-71.9060122966766
12.5,-6.08934031296429,-0.32551075346999,-4.69959770377102,9.74989533144993,-1.93158145084889,-7.89972741385428,0.107256142861252,0.002852113919691,0.010877895669625,82.1529805660248,33.0466121435165,-36.9961738586426
12.6,-6.23330675064823,-0.520717599978219,-5.19165050191555,9.74667243582098,-2.07565971299201,-7.92485976104628,0.114850132921236,0.006633718924046,0.025496279781019,84.434711933136,-5.56605681777,8.47873240709305
12.7,-5.74487987065334,-0.250688096181045,-5.42736436392098,9.73564640597359,-2.22098754153587,-7.95522953494085,0.119663429507931,0.006653747128165,0.039515485235152,86.2432777881622,-16.2409171462059,-17.984876036644
12.8,-5.24130565571817,-0.103284429384706,-5.39506086257919,9.71325360614952,-2.36797231005745,-7.98997152066044,0.119994075323416,0.002407166797016,0.053671219877182,77.9080808162689,-46.3804304599762,39.714252948761
12.9,-4.89794108468211,-0.010024705138097,-5.54573051089819,9.6562334489506,-2.50904530814159,-8.02538924007248,0.116293647256738,-0.003622155193741,0.073705461357792,79.8580884933472,-15.9929305315018,75.8881390094757
13,-4.52875906723722,-0.087269175142183,-6.00039486463612,9.57331493045778,-2.64844110570254,-8.05992020307656,0.107343028428232,-0.008934007648582,0.082421816610077,78.1172156333923,42.8783923387527,61.3522589206696
13.1,-3.92896799588347,-0.14637723031477,-5.76361206104044,9.49008445770316,-2.79778405210945,-8.09227215482636,0.089589591943648,-0.012962135493848,0.073477903163664,66.2550151348114,6.56341388821602,36.3169759511948
13.2,-3.3015928118867,-0.180373633704004,-5.34819242734676,9.40937018191746,-2.9576602789265,-8.11998132262198,0.063170094428615,-0.016418190495433,0.054930622979055,60.1192057132721,65.753710269928,24.6345281600952
